season,fixture_id,round,date,status,home_team,home_goals,away_goals,away_team
2024,1180589,Regular Season - 24,2024-08-27T00:00:00+00:00,FT,Vasco DA Gama,2,1,Atletico Paranaense
2024,1180396,Regular Season - 5,2024-08-28T22:30:00+00:00,FT,Cruzeiro,0,0,Internacional
2024,1180544,Regular Season - 19,2024-08-28T22:30:00+00:00,FT,Criciuma,1,0,RB Bragantino
2024,1180603,Regular Season - 25,2024-08-31T21:30:00+00:00,FT,Cuiaba,2,1,Criciuma
2024,1180599,Regular Season - 25,2024-09-01T00:00:00+00:00,FT,Botafogo,2,0,Fortaleza EC
2024,1180595,Regular Season - 25,2024-09-01T14:00:00+00:00,FT,Gremio,2,3,Atletico-MG
2024,1180596,Regular Season - 25,2024-09-01T14:00:00+00:00,FT,Cruzeiro,3,1,Atletico Goianiense
2024,1180600,Regular Season - 25,2024-09-01T19:00:00+00:00,FT,Corinthians,2,1,Flamengo
2024,1180598,Regular Season - 25,2024-09-01T21:30:00+00:00,FT,Fluminense,2,0,Sao Paulo
2024,1180602,Regular Season - 25,2024-09-01T21:30:00+00:00,FT,Atletico Paranaense,0,2,Palmeiras
2024,1180597,Regular Season - 25,2024-09-01T21:30:00+00:00,FT,Vitoria,0,1,Vasco DA Gama
2024,1180604,Regular Season - 25,2024-09-01T21:30:00+00:00,FT,Juventude,1,3,Internacional
2024,1180601,Regular Season - 25,2024-09-01T21:30:00+00:00,FT,RB Bragantino,2,1,Bahia
2024,1180513,Regular Season - 16,2024-09-05T23:00:00+00:00,FT,Cuiaba,0,0,Juventude
2024,1180535,Regular Season - 19,2024-09-11T22:30:00+00:00,FT,Internacional,2,1,Fortaleza EC
2024,1180613,Regular Season - 26,2024-09-14T19:00:00+00:00,FT,Atletico Goianiense,0,2,Vitoria
2024,1180612,Regular Season - 26,2024-09-14T21:30:00+00:00,FT,Atletico Paranaense,1,1,Fortaleza EC
2024,1180609,Regular Season - 26,2024-09-15T00:00:00+00:00,FT,Botafogo,2,1,Corinthians
2024,1180610,Regular Season - 26,2024-09-15T19:00:00+00:00,FT,Palmeiras,5,0,Criciuma
2024,1180614,Regular Season - 26,2024-09-15T19:00:00+00:00,FT,Juventude,2,1,Fluminense
2024,1180611,Regular Season - 26,2024-09-15T19:00:00+00:00,FT,RB Bragantino,2,2,Gremio
2024,1180607,Regular Season - 26,2024-09-15T21:30:00+00:00,FT,Bahia,3,0,Atletico-MG
2024,1180608,Regular Season - 26,2024-09-15T21:30:00+00:00,FT,Flamengo,1,1,Vasco DA Gama
2024,1180606,Regular Season - 26,2024-09-15T21:30:00+00:00,FT,Cruzeiro,0,1,Sao Paulo
2024,1180605,Regular Season - 26,2024-09-16T23:00:00+00:00,FT,Internacional,3,0,Cuiaba
2024,1180620,Regular Season - 27,2024-09-21T19:00:00+00:00,FT,Corinthians,3,0,Atletico Goianiense
2024,1180617,Regular Season - 27,2024-09-21T19:00:00+00:00,FT,Vitoria,1,0,Juventude
2024,1180618,Regular Season - 27,2024-09-21T21:30:00+00:00,FT,Fluminense,0,1,Botafogo
2024,1180622,Regular Season - 27,2024-09-22T00:00:00+00:00,FT,Fortaleza EC,4,1,Bahia
2024,1180619,Regular Season - 27,2024-09-22T19:00:00+00:00,FT,Vasco DA Gama,0,1,Palmeiras
2024,1180616,Regular Season - 27,2024-09-22T19:00:00+00:00,FT,Atletico-MG,3,0,RB Bragantino
2024,1180621,Regular Season - 27,2024-09-22T21:30:00+00:00,FT,Sao Paulo,1,3,Internacional
2024,1180615,Regular Season - 27,2024-09-22T21:30:00+00:00,FT,Gremio,3,2,Flamengo
2024,1180623,Regular Season - 27,2024-09-22T21:30:00+00:00,FT,Cuiaba,0,0,Cruzeiro
2024,1180624,Regular Season - 27,2024-09-23T21:30:00+00:00,FT,Criciuma,0,0,Atletico Paranaense
2024,1180395,Regular Season - 5,2024-09-25T22:00:00+00:00,FT,Gremio,1,2,Criciuma
2024,1180511,Regular Season - 16,2024-09-25T22:00:00+00:00,FT,RB Bragantino,2,2,Internacional
2024,1180630,Regular Season - 28,2024-09-28T21:30:00+00:00,FT,Palmeiras,2,1,Atletico-MG
2024,1180629,Regular Season - 28,2024-09-29T00:00:00+00:00,FT,Botafogo,0,0,Gremio
2024,1180634,Regular Season - 28,2024-09-29T14:00:00+00:00,FT,Juventude,1,1,RB Bragantino
2024,1180631,Regular Season - 28,2024-09-29T19:00:00+00:00,FT,Sao Paulo,3,1,Corinthians
2024,1180633,Regular Season - 28,2024-09-29T19:00:00+00:00,FT,Atletico Goianiense,1,0,Fluminense
2024,1180632,Regular Season - 28,2024-09-29T19:00:00+00:00,FT,Fortaleza EC,1,0,Cuiaba
2024,1180627,Regular Season - 28,2024-09-29T21:30:00+00:00,FT,Bahia,1,0,Criciuma
2024,1180625,Regular Season - 28,2024-09-29T21:30:00+00:00,FT,Internacional,3,1,Vitoria
2024,1180626,Regular Season - 28,2024-09-29T21:30:00+00:00,FT,Cruzeiro,1,1,Vasco DA Gama
2024,1180628,Regular Season - 28,2024-09-29T23:00:00+00:00,FT,Flamengo,1,0,Atletico Paranaense
2024,1180644,Regular Season - 29,2024-10-03T22:00:00+00:00,FT,Criciuma,2,0,Atletico Goianiense
2024,1180638,Regular Season - 29,2024-10-04T00:30:00+00:00,FT,Fluminense,1,0,Cruzeiro
2024,1180635,Regular Season - 29,2024-10-05T00:30:00+00:00,FT,Gremio,3,1,Fortaleza EC
2024,1180642,Regular Season - 29,2024-10-05T19:30:00+00:00,FT,Atletico Paranaense,0,1,Botafogo
2024,1180641,Regular Season - 29,2024-10-05T19:30:00+00:00,FT,RB Bragantino,0,0,Palmeiras
2024,1180636,Regular Season - 29,2024-10-05T19:30:00+00:00,FT,Atletico-MG,2,2,Vitoria
2024,1180637,Regular Season - 29,2024-10-05T22:00:00+00:00,FT,Bahia,0,2,Flamengo
2024,1180640,Regular Season - 29,2024-10-05T22:00:00+00:00,FT,Corinthians,2,2,Internacional
2024,1180643,Regular Season - 29,2024-10-05T22:00:00+00:00,FT,Cuiaba,2,0,Sao Paulo
2024,1180639,Regular Season - 29,2024-10-06T00:00:00+00:00,FT,Vasco DA Gama,1,1,Juventude
2024,1180406,Regular Season - 6,2024-10-09T22:30:00+00:00,FT,Atletico-MG,2,1,Gremio
2024,1180651,Regular Season - 30,2024-10-17T00:45:00+00:00,FT,Sao Paulo,3,0,Vasco DA Gama
2024,1180652,Regular Season - 30,2024-10-17T00:45:00+00:00,FT,Fortaleza EC,1,1,Atletico-MG
2024,1180648,Regular Season - 30,2024-10-17T23:00:00+00:00,FT,Flamengo,0,2,Fluminense
2024,1180650,Regular Season - 30,2024-10-17T23:00:00+00:00,FT,Corinthians,5,2,Atletico Paranaense
2024,1180653,Regular Season - 30,2024-10-18T22:00:00+00:00,FT,Atletico Goianiense,0,0,Cuiaba
2024,1180649,Regular Season - 30,2024-10-18T23:00:00+00:00,FT,Botafogo,1,1,Criciuma
2024,1180646,Regular Season - 30,2024-10-19T00:30:00+00:00,FT,Cruzeiro,1,1,Bahia
2024,1180645,Regular Season - 30,2024-10-19T19:00:00+00:00,FT,Internacional,1,0,Gremio
2024,1180647,Regular Season - 30,2024-10-19T19:00:00+00:00,FT,Vitoria,1,0,RB Bragantino
2024,1180654,Regular Season - 30,2024-10-20T23:00:00+00:00,FT,Juventude,3,5,Palmeiras
2024,1180518,Regular Season - 17,2024-10-22T22:30:00+00:00,FT,Fluminense,1,0,Atletico Paranaense
2024,1180539,Regular Season - 19,2024-10-25T22:00:00+00:00,FT,Vasco DA Gama,1,0,Cuiaba
2024,1180660,Regular Season - 31,2024-10-26T19:30:00+00:00,FT,Palmeiras,2,2,Fortaleza EC
2024,1180658,Regular Season - 31,2024-10-26T19:30:00+00:00,FT,Flamengo,4,2,Juventude
2024,1180655,Regular Season - 31,2024-10-26T19:30:00+00:00,FT,Gremio,3,1,Atletico Goianiense
2024,1180657,Regular Season - 31,2024-10-26T19:30:00+00:00,FT,Vitoria,2,1,Fluminense
2024,1180662,Regular Season - 31,2024-10-26T21:30:00+00:00,FT,Atletico Paranaense,3,0,Cruzeiro
2024,1180661,Regular Season - 31,2024-10-26T23:00:00+00:00,FT,RB Bragantino,0,1,Botafogo
2024,1180656,Regular Season - 31,2024-10-26T23:00:00+00:00,FT,Atletico-MG,1,3,Internacional
2024,1180664,Regular Season - 31,2024-10-27T01:00:00+00:00,FT,Criciuma,1,1,Sao Paulo
2024,1180663,Regular Season - 31,2024-10-28T22:00:00+00:00,FT,Cuiaba,0,1,Corinthians
2024,1180659,Regular Season - 31,2024-10-29T00:00:00+00:00,FT,Vasco DA Gama,3,2,Bahia
2024,1180515,Regular Season - 17,2024-10-30T22:00:00+00:00,FT,Internacional,1,1,Flamengo
2024,1180668,Regular Season - 32,2024-11-02T00:00:00+00:00,FT,Fluminense,2,2,Gremio
2024,1180671,Regular Season - 32,2024-11-02T19:00:00+00:00,FT,RB Bragantino,0,0,Cuiaba
2024,1180672,Regular Season - 32,2024-11-02T21:30:00+00:00,FT,Atletico Paranaense,1,2,Vitoria
2024,1180674,Regular Season - 32,2024-11-02T21:30:00+00:00,FT,Juventude,0,3,Fortaleza EC
2024,1180670,Regular Season - 32,2024-11-04T23:00:00+00:00,FT,Corinthians,2,0,Palmeiras
2024,1180667,Regular Season - 32,2024-11-06T00:30:00+00:00,FT,Bahia,0,3,Sao Paulo
2024,1180665,Regular Season - 32,2024-11-06T00:30:00+00:00,FT,Internacional,2,0,Criciuma
2024,1180669,Regular Season - 32,2024-11-06T00:30:00+00:00,FT,Botafogo,3,0,Vasco DA Gama
2024,1180666,Regular Season - 32,2024-11-07T00:00:00+00:00,FT,Cruzeiro,0,1,Flamengo
2024,1180673,Regular Season - 32,2024-11-07T00:00:00+00:00,FT,Atletico Goianiense,1,0,Atletico-MG
2024,1180675,Regular Season - 33,2024-11-08T22:00:00+00:00,FT,Internacional,2,0,Fluminense
2024,1180680,Regular Season - 33,2024-11-09T00:30:00+00:00,FT,Palmeiras,1,0,Gremio
2024,1180679,Regular Season - 33,2024-11-09T19:30:00+00:00,FT,Botafogo,0,0,Cuiaba
2024,1180677,Regular Season - 33,2024-11-09T19:30:00+00:00,FT,Vitoria,1,2,Corinthians
2024,1180676,Regular Season - 33,2024-11-09T22:00:00+00:00,FT,Cruzeiro,2,1,Criciuma
2024,1180683,Regular Season - 33,2024-11-09T22:00:00+00:00,FT,Atletico Goianiense,0,0,RB Bragantino
2024,1180684,Regular Season - 33,2024-11-09T22:00:00+00:00,FT,Juventude,2,1,Bahia
2024,1180682,Regular Season - 33,2024-11-09T22:00:00+00:00,FT,Fortaleza EC,3,0,Vasco DA Gama
2024,1180681,Regular Season - 33,2024-11-10T00:00:00+00:00,FT,Sao Paulo,2,1,Atletico Paranaense
2024,1180678,Regular Season - 33,2024-11-13T23:00:00+00:00,FT,Flamengo,0,0,Atletico-MG
2024,1180542,Regular Season - 19,2024-11-16T21:30:00+00:00,FT,Atletico Paranaense,1,0,Atletico-MG
2024,1180690,Regular Season - 34,2024-11-20T14:00:00+00:00,FT,Corinthians,2,1,Cruzeiro
2024,1180692,Regular Season - 34,2024-11-20T19:30:00+00:00,FT,Atletico Paranaense,2,0,Atletico Goianiense
2024,1180694,Regular Season - 34,2024-11-20T19:30:00+00:00,FT,Criciuma,0,1,Vitoria
2024,1180691,Regular Season - 34,2024-11-20T19:30:00+00:00,FT,RB Bragantino,1,1,Sao Paulo
2024,1180687,Regular Season - 34,2024-11-20T21:00:00+00:00,FT,Bahia,1,2,Palmeiras
2024,1180685,Regular Season - 34,2024-11-20T22:00:00+00:00,FT,Gremio,2,2,Juventude
2024,1180693,Regular Season - 34,2024-11-20T22:00:00+00:00,FT,Cuiaba,1,2,Flamengo
2024,1180686,Regular Season - 34,2024-11-21T00:30:00+00:00,FT,Atletico-MG,0,0,Botafogo
2024,1180689,Regular Season - 34,2024-11-21T23:00:00+00:00,FT,Vasco DA Gama,0,1,Internacional
2024,1180688,Regular Season - 34,2024-11-23T00:30:00+00:00,FT,Fluminense,2,2,Fortaleza EC
2024,1180699,Regular Season - 35,2024-11-23T22:30:00+00:00,FT,Botafogo,1,1,Vitoria
2024,1180703,Regular Season - 35,2024-11-23T22:30:00+00:00,FT,Atletico Goianiense,0,1,Palmeiras
2024,1180704,Regular Season - 35,2024-11-23T22:30:00+00:00,FT,Juventude,1,1,Cuiaba
2024,1180701,Regular Season - 35,2024-11-24T00:30:00+00:00,FT,Sao Paulo,2,2,Atletico-MG
2024,1180697,Regular Season - 35,2024-11-24T19:00:00+00:00,FT,Bahia,1,1,Atletico Paranaense
2024,1180695,Regular Season - 35,2024-11-24T19:00:00+00:00,FT,Internacional,4,1,RB Bragantino
2024,1180700,Regular Season - 35,2024-11-24T19:00:00+00:00,FT,Corinthians,3,1,Vasco DA Gama
2024,1180698,Regular Season - 35,2024-11-26T22:00:00+00:00,FT,Fluminense,0,0,Criciuma
2024,1180702,Regular Season - 35,2024-11-26T23:00:00+00:00,FT,Fortaleza EC,0,0,Flamengo
2024,1180710,Regular Season - 36,2024-11-27T00:30:00+00:00,FT,Palmeiras,1,3,Botafogo
2024,1180706,Regular Season - 36,2024-11-27T00:30:00+00:00,FT,Atletico-MG,2,3,Juventude
2024,1180696,Regular Season - 35,2024-11-28T00:00:00+00:00,FT,Cruzeiro,1,1,Gremio
2024,1180714,Regular Season - 36,2024-11-30T22:30:00+00:00,FT,Criciuma,2,4,Corinthians
2024,1180713,Regular Season - 36,2024-11-30T22:30:00+00:00,FT,Cuiaba,1,2,Bahia
2024,1180709,Regular Season - 36,2024-12-01T00:30:00+00:00,FT,Vasco DA Gama,2,2,Atletico Goianiense
2024,1180708,Regular Season - 36,2024-12-01T19:00:00+00:00,FT,Flamengo,3,2,Internacional
2024,1180705,Regular Season - 36,2024-12-01T19:00:00+00:00,FT,Gremio,2,1,Sao Paulo
2024,1180712,Regular Season - 36,2024-12-01T21:30:00+00:00,FT,Atletico Paranaense,1,1,Fluminense
2024,1180707,Regular Season - 36,2024-12-01T21:30:00+00:00,FT,Vitoria,2,0,Fortaleza EC
2024,1180711,Regular Season - 36,2024-12-01T21:30:00+00:00,FT,RB Bragantino,1,1,Cruzeiro
2024,1180720,Regular Season - 37,2024-12-03T23:00:00+00:00,FT,Corinthians,3,0,Bahia
2024,1180719,Regular Season - 37,2024-12-04T22:00:00+00:00,FT,Vasco DA Gama,2,0,Atletico-MG
2024,1180721,Regular Season - 37,2024-12-04T23:00:00+00:00,FT,Sao Paulo,1,2,Juventude
2024,1180717,Regular Season - 37,2024-12-04T23:00:00+00:00,FT,Vitoria,1,1,Gremio
2024,1180724,Regular Season - 37,2024-12-04T23:00:00+00:00,FT,Criciuma,0,3,Flamengo
2024,1180715,Regular Season - 37,2024-12-05T00:30:00+00:00,FT,Internacional,0,1,Botafogo
2024,1180716,Regular Season - 37,2024-12-05T00:30:00+00:00,FT,Cruzeiro,1,2,Palmeiras
2024,1180723,Regular Season - 37,2024-12-05T00:30:00+00:00,FT,Atletico Goianiense,3,1,Fortaleza EC
2024,1180718,Regular Season - 37,2024-12-05T23:00:00+00:00,FT,Fluminense,1,0,Cuiaba
2024,1180722,Regular Season - 37,2024-12-05T23:00:00+00:00,FT,Atletico Paranaense,1,2,RB Bragantino
2024,1180727,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Bahia,2,0,Atletico Goianiense
2024,1180729,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Botafogo,2,1,Sao Paulo
2024,1180730,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Palmeiras,0,1,Fluminense
2024,1180728,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Flamengo,2,2,Vitoria
2024,1180725,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Gremio,0,3,Corinthians
2024,1180734,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Juventude,0,1,Cruzeiro
2024,1180732,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Fortaleza EC,3,0,Internacional
2024,1180731,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,RB Bragantino,5,1,Criciuma
2024,1180726,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Atletico-MG,1,0,Atletico Paranaense
2024,1180733,Regular Season - 38,2024-12-08T19:00:00+00:00,FT,Cuiaba,1,2,Vasco DA Gama
