season,round,position,team_id,team_name,played,wins,draws,losses,goals_for,goals_against,goal_diff,points
2023,Regular Season - 6,15,118,Bahia,6,2,0,4,8,11,-3,6
2023,Regular Season - 6,16,131,Corinthians,5,1,1,3,5,10,-5,4
2023,Regular Season - 6,17,1193,Cuiaba,5,1,1,3,5,10,-5,4
2023,Regular Season - 6,18,151,Goias,5,1,0,4,3,11,-8,3
2023,Regular Season - 6,19,147,Coritiba,5,0,2,3,3,11,-8,2
2023,Regular Season - 6,20,125,America Mineiro,5,0,1,4,5,13,-8,1
2023,Regular Season - 7,1,120,Botafogo,6,5,0,1,13,6,7,15
2023,Regular Season - 7,2,121,Palmeiras,6,4,2,0,16,6,10,14
2023,Regular Season - 7,3,124,Fluminense,6,4,1,1,12,5,7,13
2023,Regular Season - 7,4,135,Cruzeiro,6,4,0,2,11,5,6,12
2023,Regular Season - 7,5,134,Atletico Paranaense,6,4,0,2,10,7,3,12
2023,Regular Season - 7,6,154,Fortaleza EC,6,2,4,0,9,4,5,10
2023,Regular Season - 7,7,1062,Atletico-MG,6,3,1,2,9,5,4,10
2023,Regular Season - 7,8,128,Santos,6,3,1,2,8,5,3,10
2023,Regular Season - 7,9,126,Sao Paulo,6,2,3,1,8,4,4,9
2023,Regular Season - 7,10,127,Flamengo,6,3,0,3,12,9,3,9
2023,Regular Season - 7,11,130,Gremio,6,2,2,2,7,9,-2,8
2023,Regular Season - 7,12,794,RB Bragantino,6,1,4,1,9,11,-2,7
2023,Regular Season - 7,13,118,Bahia,7,2,1,4,9,12,-3,7
2023,Regular Season - 7,14,119,Internacional,6,2,1,3,4,8,-4,7
2023,Regular Season - 7,15,151,Goias,7,2,1,4,6,13,-7,7
2023,Regular Season - 7,16,133,Vasco DA Gama,6,1,3,2,6,7,-1,6
2023,Regular Season - 7,17,131,Corinthians,6,1,2,3,6,11,-5,5
2023,Regular Season - 7,18,1193,Cuiaba,6,1,1,4,5,12,-7,4
2023,Regular Season - 7,19,147,Coritiba,6,0,2,4,5,14,-9,2
2023,Regular Season - 7,20,125,America Mineiro,6,0,1,5,5,17,-12,1
2023,Regular Season - 8,1,120,Botafogo,7,6,0,1,14,6,8,18
2023,Regular Season - 8,2,121,Palmeiras,7,4,3,0,16,6,10,15
2023,Regular Season - 8,3,130,Gremio,8,4,2,2,12,11,1,14
2023,Regular Season - 8,4,124,Fluminense,7,4,1,2,12,6,6,13
2023,Regular Season - 8,5,1062,Atletico-MG,7,4,1,2,11,6,5,13
2023,Regular Season - 8,6,126,Sao Paulo,7,3,3,1,12,6,6,12
2023,Regular Season - 8,7,135,Cruzeiro,7,4,0,3,11,6,5,12
2023,Regular Season - 8,8,127,Flamengo,7,4,0,3,13,9,4,12
2023,Regular Season - 8,9,134,Atletico Paranaense,8,4,0,4,11,11,0,12
2023,Regular Season - 8,10,128,Santos,7,3,2,2,8,5,3,11
2023,Regular Season - 8,11,154,Fortaleza EC,7,2,4,1,10,6,4,10
2023,Regular Season - 8,12,794,RB Bragantino,7,2,4,1,11,11,0,10
2023,Regular Season - 8,13,118,Bahia,7,2,1,4,9,12,-3,7
2023,Regular Season - 8,14,119,Internacional,7,2,1,4,5,11,-6,7
2023,Regular Season - 8,15,1193,Cuiaba,7,2,1,4,6,12,-6,7
2023,Regular Season - 8,16,151,Goias,7,2,1,4,6,13,-7,7
2023,Regular Season - 8,17,133,Vasco DA Gama,7,1,3,3,8,11,-3,6
2023,Regular Season - 8,18,131,Corinthians,7,1,2,4,6,12,-6,5
2023,Regular Season - 8,19,125,America Mineiro,7,1,1,5,7,18,-11,4
2023,Regular Season - 8,20,147,Coritiba,7,0,2,5,6,16,-10,2
2023,Regular Season - 9,1,120,Botafogo,8,7,0,1,16,6,10,21
2023,Regular Season - 9,2,121,Palmeiras,8,4,4,0,17,7,10,16
2023,Regular Season - 9,3,126,Sao Paulo,8,4,3,1,14,7,7,15
2023,Regular Season - 9,4,154,Fortaleza EC,9,3,5,1,12,6,6,14
2023,Regular Season - 9,5,1062,Atletico-MG,8,4,2,2,12,7,5,14
2023,Regular Season - 9,6,130,Gremio,8,4,2,2,12,11,1,14
2023,Regular Season - 9,7,135,Cruzeiro,8,4,1,3,12,7,5,13
2023,Regular Season - 9,8,124,Fluminense,8,4,1,3,12,8,4,13
2023,Regular Season - 9,9,127,Flamengo,8,4,1,3,14,10,4,13
2023,Regular Season - 9,10,794,RB Bragantino,8,3,4,1,13,11,2,13
2023,Regular Season - 9,11,134,Atletico Paranaense,8,4,0,4,11,11,0,12
2023,Regular Season - 9,12,128,Santos,8,3,2,3,8,7,1,11
2023,Regular Season - 9,13,119,Internacional,8,3,1,4,7,11,-4,10
2023,Regular Season - 9,14,131,Corinthians,8,2,2,4,8,12,-4,8
2023,Regular Season - 9,15,118,Bahia,9,2,2,5,9,14,-5,8
2023,Regular Season - 9,16,1193,Cuiaba,8,2,2,4,7,13,-6,8
2023,Regular Season - 9,17,151,Goias,8,2,1,5,7,15,-8,7
2023,Regular Season - 9,18,133,Vasco DA Gama,8,1,3,4,8,13,-5,6
2023,Regular Season - 9,19,125,America Mineiro,8,1,1,6,7,20,-13,4
2023,Regular Season - 9,20,147,Coritiba,8,0,3,5,7,17,-10,3
2023,Regular Season - 10,1,120,Botafogo,9,7,0,2,16,7,9,21
2023,Regular Season - 10,2,121,Palmeiras,9,5,4,0,20,8,12,19
2023,Regular Season - 10,3,1062,Atletico-MG,9,5,2,2,13,7,6,17
2023,Regular Season - 10,4,130,Gremio,9,5,2,2,14,12,2,17
2023,Regular Season - 10,5,127,Flamengo,9,5,1,3,18,11,7,16
2023,Regular Season - 10,6,124,Fluminense,9,5,1,3,14,9,5,16
2023,Regular Season - 10,7,126,Sao Paulo,9,4,3,2,15,9,6,15
2023,Regular Season - 10,8,134,Atletico Paranaense,9,5,0,4,12,11,1,15
2023,Regular Season - 10,9,154,Fortaleza EC,9,3,5,1,12,6,6,14
2023,Regular Season - 10,10,135,Cruzeiro,9,4,1,4,12,8,4,13
2023,Regular Season - 10,11,128,Santos,10,3,4,3,9,8,1,13
2023,Regular Season - 10,12,794,RB Bragantino,9,3,4,2,14,13,1,13
2023,Regular Season - 10,13,119,Internacional,9,3,2,4,8,12,-4,11
2023,Regular Season - 10,14,1193,Cuiaba,9,3,2,4,8,13,-5,11
2023,Regular Season - 10,15,118,Bahia,9,2,2,5,9,14,-5,8
2023,Regular Season - 10,16,131,Corinthians,9,2,2,5,8,14,-6,8
2023,Regular Season - 10,17,151,Goias,9,2,1,6,7,16,-9,7
2023,Regular Season - 10,18,125,America Mineiro,9,2,1,6,9,20,-11,7
2023,Regular Season - 10,19,133,Vasco DA Gama,9,1,3,5,9,17,-8,6
2023,Regular Season - 10,20,147,Coritiba,10,0,4,6,8,20,-12,4
2023,Regular Season - 11,1,120,Botafogo,10,8,0,2,18,7,11,24
2023,Regular Season - 11,2,121,Palmeiras,10,6,4,0,22,8,14,22
2023,Regular Season - 11,3,127,Flamengo,10,6,1,3,21,11,10,19
2023,Regular Season - 11,4,1062,Atletico-MG,10,5,3,2,14,8,6,18
2023,Regular Season - 11,5,126,Sao Paulo,11,5,3,3,17,12,5,18
2023,Regular Season - 11,6,124,Fluminense,10,5,2,3,16,11,5,17
2023,Regular Season - 11,7,130,Gremio,10,5,2,3,14,15,-1,17
2023,Regular Season - 11,8,134,Atletico Paranaense,11,5,1,5,15,15,0,16
2023,Regular Season - 11,9,135,Cruzeiro,10,4,2,4,14,10,4,14
2023,Regular Season - 11,10,154,Fortaleza EC,10,3,5,2,12,8,4,14
2023,Regular Season - 11,11,794,RB Bragantino,10,3,5,2,15,14,1,14
2023,Regular Season - 11,12,119,Internacional,10,4,2,4,10,13,-3,14
2023,Regular Season - 11,13,128,Santos,10,3,4,3,9,8,1,13
2023,Regular Season - 11,14,1193,Cuiaba,10,3,3,4,9,14,-5,12
2023,Regular Season - 11,15,118,Bahia,10,2,3,5,11,16,-5,9
2023,Regular Season - 11,16,131,Corinthians,10,2,3,5,9,15,-6,9
2023,Regular Season - 11,17,151,Goias,10,2,2,6,9,18,-9,8
2023,Regular Season - 11,18,125,America Mineiro,10,2,2,6,11,22,-11,8
2023,Regular Season - 11,19,133,Vasco DA Gama,10,1,3,6,10,19,-9,6
2023,Regular Season - 11,20,147,Coritiba,10,0,4,6,8,20,-12,4
2023,Regular Season - 12,1,120,Botafogo,11,9,0,2,19,7,12,27
2023,Regular Season - 12,2,121,Palmeiras,11,6,4,1,22,9,13,22
2023,Regular Season - 12,3,130,Gremio,11,6,2,3,17,16,1,20
2023,Regular Season - 12,4,127,Flamengo,11,6,1,4,21,15,6,19
2023,Regular Season - 12,5,1062,Atletico-MG,11,5,4,2,15,9,6,19
2023,Regular Season - 12,6,134,Atletico Paranaense,12,6,1,5,16,15,1,19
2023,Regular Season - 12,7,124,Fluminense,11,5,3,3,17,12,5,18
2023,Regular Season - 12,8,126,Sao Paulo,11,5,3,3,17,12,5,18
2023,Regular Season - 12,9,154,Fortaleza EC,11,4,5,2,13,8,5,17
2023,Regular Season - 12,10,794,RB Bragantino,11,4,5,2,19,14,5,17
2023,Regular Season - 12,11,119,Internacional,11,5,2,4,11,13,-2,17
2023,Regular Season - 12,12,135,Cruzeiro,11,4,2,5,14,11,3,14
2023,Regular Season - 12,13,128,Santos,11,3,4,4,9,10,-1,13
2023,Regular Season - 12,14,118,Bahia,11,3,3,5,12,16,-4,12
2023,Regular Season - 12,15,131,Corinthians,12,3,3,6,11,16,-5,12
2023,Regular Season - 12,16,1193,Cuiaba,11,3,3,5,9,15,-6,12
2023,Regular Season - 12,17,151,Goias,11,3,2,6,10,18,-8,11
2023,Regular Season - 12,18,125,America Mineiro,11,2,2,7,12,25,-13,8
2023,Regular Season - 12,19,133,Vasco DA Gama,11,1,3,7,10,20,-10,6
2023,Regular Season - 12,20,147,Coritiba,11,0,4,7,8,21,-13,4
2023,Regular Season - 13,1,120,Botafogo,12,10,0,2,20,7,13,30
2023,Regular Season - 13,2,130,Gremio,12,7,2,3,22,17,5,23
2023,Regular Season - 13,3,121,Palmeiras,12,6,4,2,22,10,12,22
2023,Regular Season - 13,4,127,Flamengo,12,7,1,4,24,17,7,22
2023,Regular Season - 13,5,124,Fluminense,13,6,3,4,19,14,5,21
2023,Regular Season - 13,6,126,Sao Paulo,13,6,3,4,18,13,5,21
2023,Regular Season - 13,7,794,RB Bragantino,12,5,5,2,21,14,7,20
2023,Regular Season - 13,8,154,Fortaleza EC,12,5,5,2,15,9,6,20
2023,Regular Season - 13,9,119,Internacional,12,6,2,4,13,14,-1,20
2023,Regular Season - 13,10,1062,Atletico-MG,12,5,4,3,16,11,5,19
2023,Regular Season - 13,11,134,Atletico Paranaense,12,6,1,5,16,15,1,19
2023,Regular Season - 13,12,135,Cruzeiro,12,5,2,5,15,11,4,17
2023,Regular Season - 13,13,128,Santos,12,3,4,5,11,13,-2,13
2023,Regular Season - 13,14,118,Bahia,12,3,3,6,13,18,-5,12
2023,Regular Season - 13,15,131,Corinthians,12,3,3,6,11,16,-5,12
2023,Regular Season - 13,16,1193,Cuiaba,12,3,3,6,9,16,-7,12
2023,Regular Season - 13,17,151,Goias,12,3,2,7,10,20,-10,11
2023,Regular Season - 13,18,133,Vasco DA Gama,12,2,3,7,11,20,-9,9
2023,Regular Season - 13,19,125,America Mineiro,12,2,2,8,13,27,-14,8
2023,Regular Season - 13,20,147,Coritiba,12,0,4,8,9,26,-17,4
2023,Regular Season - 14,1,120,Botafogo,13,11,0,2,22,7,15,33
2023,Regular Season - 14,2,130,Gremio,13,8,2,3,24,18,6,26
2023,Regular Season - 14,3,127,Flamengo,13,8,1,4,26,17,9,25
2023,Regular Season - 14,4,121,Palmeiras,13,6,5,2,24,12,12,23
2023,Regular Season - 14,5,794,RB Bragantino,13,6,5,2,22,14,8,23
2023,Regular Season - 14,6,124,Fluminense,13,6,3,4,19,14,5,21
2023,Regular Season - 14,7,126,Sao Paulo,13,6,3,4,18,13,5,21
2023,Regular Season - 14,8,135,Cruzeiro,14,6,3,5,16,11,5,21
2023,Regular Season - 14,9,119,Internacional,13,6,3,4,13,14,-1,21
2023,Regular Season - 14,10,1062,Atletico-MG,13,5,5,3,18,13,5,20
2023,Regular Season - 14,11,154,Fortaleza EC,13,5,5,3,15,11,4,20
2023,Regular Season - 14,12,134,Atletico Paranaense,13,6,2,5,18,17,1,20
2023,Regular Season - 14,13,1193,Cuiaba,13,4,3,6,12,16,-4,15
2023,Regular Season - 14,14,128,Santos,13,3,4,6,11,16,-5,13
2023,Regular Season - 14,15,118,Bahia,13,3,3,7,14,20,-6,12
2023,Regular Season - 14,16,131,Corinthians,13,3,3,7,11,17,-6,12
2023,Regular Season - 14,17,151,Goias,13,3,2,8,11,22,-11,11
2023,Regular Season - 14,18,133,Vasco DA Gama,14,2,3,9,11,23,-12,9
2023,Regular Season - 14,19,125,America Mineiro,13,2,3,8,15,29,-14,9
2023,Regular Season - 14,20,147,Coritiba,13,1,4,8,11,27,-16,7
2023,Regular Season - 15,1,120,Botafogo,15,13,0,2,26,7,19,39
2023,Regular Season - 15,2,127,Flamengo,14,8,2,4,27,18,9,26
2023,Regular Season - 15,3,130,Gremio,14,8,2,4,24,20,4,26
2023,Regular Season - 15,4,121,Palmeiras,14,6,6,2,25,13,12,24
2023,Regular Season - 15,5,124,Fluminense,14,7,3,4,21,14,7,24
2023,Regular Season - 15,6,794,RB Bragantino,15,6,6,3,22,16,6,24
2023,Regular Season - 15,7,154,Fortaleza EC,14,6,5,3,16,11,5,23
2023,Regular Season - 15,8,126,Sao Paulo,14,6,4,4,18,13,5,22
2023,Regular Season - 15,9,135,Cruzeiro,14,6,3,5,16,11,5,21
2023,Regular Season - 15,10,119,Internacional,14,6,3,5,13,16,-3,21
2023,Regular Season - 15,11,1062,Atletico-MG,14,5,5,4,18,14,4,20
2023,Regular Season - 15,12,134,Atletico Paranaense,14,6,2,6,18,18,0,20
2023,Regular Season - 15,13,128,Santos,14,4,4,6,15,19,-4,16
2023,Regular Season - 15,14,1193,Cuiaba,14,4,4,6,13,17,-4,16
2023,Regular Season - 15,15,131,Corinthians,14,4,3,7,12,17,-5,15
2023,Regular Season - 15,16,118,Bahia,14,3,4,7,15,21,-6,13
2023,Regular Season - 15,17,151,Goias,14,3,2,9,14,26,-12,11
2023,Regular Season - 15,18,147,Coritiba,14,2,4,8,14,28,-14,10
2023,Regular Season - 15,19,133,Vasco DA Gama,14,2,3,9,11,23,-12,9
2023,Regular Season - 15,20,125,America Mineiro,14,2,3,9,16,32,-16,9
2023,Regular Season - 16,1,120,Botafogo,15,13,0,2,26,7,19,39
2023,Regular Season - 16,2,121,Palmeiras,16,7,7,2,28,14,14,28
2023,Regular Season - 16,3,127,Flamengo,15,8,3,4,27,18,9,27
2023,Regular Season - 16,4,130,Gremio,14,8,2,4,24,20,4,26
2023,Regular Season - 16,5,126,Sao Paulo,15,7,4,4,22,14,8,25
2023,Regular Season - 16,6,124,Fluminense,15,7,4,4,21,14,7,25
2023,Regular Season - 16,7,794,RB Bragantino,15,6,6,3,22,16,6,24
2023,Regular Season - 16,8,134,Atletico Paranaense,15,7,2,6,20,18,2,23
2023,Regular Season - 16,9,154,Fortaleza EC,16,6,5,5,17,15,2,23
2023,Regular Season - 16,10,135,Cruzeiro,15,6,4,5,16,11,5,22
2023,Regular Season - 16,11,119,Internacional,15,6,4,5,13,16,-3,22
2023,Regular Season - 16,12,1062,Atletico-MG,15,5,6,4,18,14,4,21
2023,Regular Season - 16,13,1193,Cuiaba,15,5,4,6,14,17,-3,19
2023,Regular Season - 16,14,128,Santos,15,4,4,7,16,23,-7,16
2023,Regular Season - 16,15,131,Corinthians,14,4,3,7,12,17,-5,15
2023,Regular Season - 16,16,118,Bahia,15,3,4,8,15,23,-8,13
2023,Regular Season - 16,17,151,Goias,15,3,3,9,14,26,-12,12
2023,Regular Season - 16,18,147,Coritiba,15,2,5,8,14,28,-14,11
2023,Regular Season - 16,19,133,Vasco DA Gama,14,2,3,9,11,23,-12,9
2023,Regular Season - 16,20,125,America Mineiro,14,2,3,9,16,32,-16,9
2023,Regular Season - 17,1,120,Botafogo,16,13,1,2,28,9,19,40
2023,Regular Season - 17,2,130,Gremio,15,9,2,4,25,20,5,29
2023,Regular Season - 17,3,121,Palmeiras,16,7,7,2,28,14,14,28
2023,Regular Season - 17,4,127,Flamengo,16,8,4,4,28,19,9,28
2023,Regular Season - 17,5,134,Atletico Paranaense,16,8,2,6,22,18,4,26
2023,Regular Season - 17,6,126,Sao Paulo,16,7,4,5,23,16,7,25
2023,Regular Season - 17,7,794,RB Bragantino,16,6,7,3,22,16,6,25
2023,Regular Season - 17,8,124,Fluminense,16,7,4,5,21,16,5,25
2023,Regular Season - 17,9,1193,Cuiaba,17,7,4,6,18,19,-1,25
2023,Regular Season - 17,10,154,Fortaleza EC,16,6,5,5,17,15,2,23
2023,Regular Season - 17,11,119,Internacional,17,6,5,6,14,18,-4,23
2023,Regular Season - 17,12,135,Cruzeiro,16,6,4,6,16,12,4,22
2023,Regular Season - 17,13,1062,Atletico-MG,16,5,6,5,18,15,3,21
2023,Regular Season - 17,14,128,Santos,16,4,5,7,18,25,-7,17
2023,Regular Season - 17,15,131,Corinthians,15,4,4,7,12,17,-5,16
2023,Regular Season - 17,16,151,Goias,16,4,3,9,15,26,-11,15
2023,Regular Season - 17,17,118,Bahia,16,3,5,8,15,23,-8,14
2023,Regular Season - 17,18,147,Coritiba,16,3,5,8,16,28,-12,14
2023,Regular Season - 17,19,125,America Mineiro,15,2,4,9,17,33,-16,10
2023,Regular Season - 17,20,133,Vasco DA Gama,15,2,3,10,11,25,-14,9
2023,Regular Season - 18,1,120,Botafogo,17,14,1,2,32,10,22,43
2023,Regular Season - 18,2,121,Palmeiras,17,8,7,2,32,15,17,31
2023,Regular Season - 18,3,127,Flamengo,17,9,4,4,30,20,10,31
2023,Regular Season - 18,4,130,Gremio,16,9,3,4,26,21,5,30
2023,Regular Season - 18,5,794,RB Bragantino,17,7,7,3,25,16,9,28
2023,Regular Season - 18,6,124,Fluminense,17,8,4,5,22,16,6,28
2023,Regular Season - 18,7,134,Atletico Paranaense,18,8,4,6,26,22,4,28
2023,Regular Season - 18,8,126,Sao Paulo,17,7,5,5,23,16,7,26
2023,Regular Season - 18,9,1193,Cuiaba,17,7,4,6,18,19,-1,25
2023,Regular Season - 18,10,135,Cruzeiro,17,6,5,6,19,15,4,23
2023,Regular Season - 18,11,154,Fortaleza EC,17,6,5,6,17,18,-1,23
2023,Regular Season - 18,12,119,Internacional,17,6,5,6,14,18,-4,23
2023,Regular Season - 18,13,1062,Atletico-MG,17,5,6,6,19,17,2,21
2023,Regular Season - 18,14,131,Corinthians,16,5,4,7,15,18,-3,19
2023,Regular Season - 18,15,128,Santos,18,4,6,8,19,27,-8,18
2023,Regular Season - 18,16,151,Goias,17,4,4,9,16,27,-11,16
2023,Regular Season - 18,17,118,Bahia,17,3,6,8,15,23,-8,15
2023,Regular Season - 18,18,147,Coritiba,17,3,5,9,17,32,-15,14
2023,Regular Season - 18,19,125,America Mineiro,16,2,4,10,18,37,-19,10
2023,Regular Season - 18,20,133,Vasco DA Gama,16,2,3,11,12,28,-16,9
2023,Regular Season - 19,1,120,Botafogo,19,15,2,2,35,11,24,47
2023,Regular Season - 19,2,121,Palmeiras,18,8,7,3,33,17,16,31
2023,Regular Season - 19,3,794,RB Bragantino,18,8,7,3,26,16,10,31
2023,Regular Season - 19,4,124,Fluminense,18,9,4,5,24,17,7,31
2023,Regular Season - 19,5,127,Flamengo,18,9,4,5,30,23,7,31
2023,Regular Season - 19,6,130,Gremio,17,9,3,5,26,22,4,30
2023,Regular Season - 19,7,134,Atletico Paranaense,18,8,4,6,26,22,4,28
2023,Regular Season - 19,8,1193,Cuiaba,18,8,4,6,21,19,2,28
2023,Regular Season - 19,9,126,Sao Paulo,18,7,5,6,23,18,5,26
2023,Regular Season - 19,10,135,Cruzeiro,18,6,6,6,19,15,4,24
2023,Regular Season - 19,11,1062,Atletico-MG,18,6,6,6,21,17,4,24
2023,Regular Season - 19,12,119,Internacional,19,6,6,7,17,23,-6,24
2023,Regular Season - 19,13,154,Fortaleza EC,18,6,5,7,17,19,-2,23
2023,Regular Season - 19,14,131,Corinthians,17,5,5,7,17,20,-3,20
2023,Regular Season - 19,15,151,Goias,18,5,4,9,17,27,-10,19
2023,Regular Season - 19,16,118,Bahia,18,4,6,8,18,24,-6,18
2023,Regular Season - 19,17,128,Santos,18,4,6,8,19,27,-8,18
2023,Regular Season - 19,18,147,Coritiba,18,3,5,10,17,33,-16,14
2023,Regular Season - 19,19,133,Vasco DA Gama,17,3,3,11,13,28,-15,12
2023,Regular Season - 19,20,125,America Mineiro,17,2,4,11,19,40,-21,10
2023,Regular Season - 20,1,120,Botafogo,19,15,2,2,35,11,24,47
2023,Regular Season - 20,2,121,Palmeiras,19,9,7,3,34,17,17,34
2023,Regular Season - 20,3,130,Gremio,18,10,3,5,28,23,5,33
2023,Regular Season - 20,4,794,RB Bragantino,19,8,8,3,27,17,10,32
2023,Regular Season - 20,5,127,Flamengo,19,9,5,5,31,24,7,32
2023,Regular Season - 20,6,124,Fluminense,19,9,4,6,25,19,6,31
2023,Regular Season - 20,7,134,Atletico Paranaense,19,9,4,6,28,22,6,31
2023,Regular Season - 20,8,154,Fortaleza EC,20,8,5,7,22,19,3,29
2023,Regular Season - 20,9,1193,Cuiaba,19,8,4,7,21,21,0,28
2023,Regular Season - 20,10,126,Sao Paulo,19,7,6,6,24,19,5,27
2023,Regular Season - 20,11,1062,Atletico-MG,19,7,6,6,22,17,5,27
2023,Regular Season - 20,12,135,Cruzeiro,19,6,6,7,19,16,3,24
2023,Regular Season - 20,13,119,Internacional,20,6,6,8,17,24,-7,24
2023,Regular Season - 20,14,131,Corinthians,18,6,5,7,20,21,-1,23
2023,Regular Season - 20,15,151,Goias,19,6,4,9,18,27,-9,22
2023,Regular Season - 20,16,118,Bahia,19,4,6,9,18,25,-7,18
2023,Regular Season - 20,17,128,Santos,19,4,6,9,19,31,-12,18
2023,Regular Season - 20,18,147,Coritiba,19,3,5,11,18,36,-18,14
2023,Regular Season - 20,19,133,Vasco DA Gama,18,3,4,11,14,29,-15,13
2023,Regular Season - 20,20,125,America Mineiro,18,2,4,12,19,41,-22,10
2023,Regular Season - 21,1,120,Botafogo,20,15,3,2,35,11,24,48
2023,Regular Season - 21,2,121,Palmeiras,20,10,7,3,36,17,19,37
2023,Regular Season - 21,3,127,Flamengo,21,10,6,5,34,26,8,36
2023,Regular Season - 21,4,124,Fluminense,20,10,4,6,28,20,8,34
2023,Regular Season - 21,5,130,Gremio,19,10,3,6,29,25,4,33
2023,Regular Season - 21,6,134,Atletico Paranaense,20,9,5,6,29,23,6,32
2023,Regular Season - 21,7,794,RB Bragantino,20,8,8,4,27,21,6,32
2023,Regular Season - 21,8,154,Fortaleza EC,20,8,5,7,22,19,3,29
2023,Regular Season - 21,9,126,Sao Paulo,20,7,7,6,24,19,5,28
2023,Regular Season - 21,10,1193,Cuiaba,20,8,4,8,21,23,-2,28
2023,Regular Season - 21,11,1062,Atletico-MG,20,7,6,7,22,18,4,27
2023,Regular Season - 21,12,135,Cruzeiro,20,6,7,7,20,17,3,25
2023,Regular Season - 21,13,119,Internacional,21,6,7,8,17,24,-7,25
2023,Regular Season - 21,14,131,Corinthians,19,6,6,7,21,22,-1,24
2023,Regular Season - 21,15,151,Goias,20,6,5,9,19,28,-9,23
2023,Regular Season - 21,16,118,Bahia,20,5,6,9,22,25,-3,21
2023,Regular Season - 21,17,128,Santos,20,5,6,9,21,32,-11,21
2023,Regular Season - 21,18,133,Vasco DA Gama,19,4,4,11,15,29,-14,16
2023,Regular Season - 21,19,147,Coritiba,20,3,5,12,20,39,-19,14
2023,Regular Season - 21,20,125,America Mineiro,19,2,4,13,20,44,-24,10
2023,Regular Season - 22,1,120,Botafogo,21,16,3,2,38,11,27,51
2023,Regular Season - 22,2,121,Palmeiras,21,11,7,3,37,17,20,40
2023,Regular Season - 22,3,127,Flamengo,21,10,6,5,34,26,8,36
2023,Regular Season - 22,4,130,Gremio,20,11,3,6,32,25,7,36
2023,Regular Season - 22,5,124,Fluminense,21,10,5,6,30,22,8,35
2023,Regular Season - 22,6,794,RB Bragantino,21,9,8,4,29,21,8,35
2023,Regular Season - 22,7,134,Atletico Paranaense,22,9,7,6,32,26,6,34
2023,Regular Season - 22,8,154,Fortaleza EC,21,9,5,7,25,20,5,32
2023,Regular Season - 22,9,1062,Atletico-MG,22,8,7,7,25,19,6,31
2023,Regular Season - 22,10,126,Sao Paulo,21,7,7,7,25,21,4,28
2023,Regular Season - 22,11,1193,Cuiaba,21,8,4,9,21,25,-4,28
2023,Regular Season - 22,12,135,Cruzeiro,21,6,7,8,20,20,0,25
2023,Regular Season - 22,13,131,Corinthians,20,6,7,7,22,23,-1,25
2023,Regular Season - 22,14,119,Internacional,21,6,7,8,17,24,-7,25
2023,Regular Season - 22,15,151,Goias,21,6,6,9,20,29,-9,24
2023,Regular Season - 22,16,118,Bahia,21,5,6,10,22,28,-6,21
2023,Regular Season - 22,17,128,Santos,21,5,6,10,21,34,-13,21
2023,Regular Season - 22,18,133,Vasco DA Gama,20,4,4,12,15,30,-15,16
2023,Regular Season - 22,19,147,Coritiba,21,3,5,13,21,42,-21,14
2023,Regular Season - 22,20,125,America Mineiro,20,3,4,13,22,45,-23,13
2023,Regular Season - 23,1,120,Botafogo,22,16,3,3,39,13,26,51
2023,Regular Season - 23,2,121,Palmeiras,22,11,8,3,37,17,20,41
2023,Regular Season - 23,3,127,Flamengo,22,11,6,5,36,27,9,39
2023,Regular Season - 23,4,130,Gremio,21,12,3,6,34,25,9,39
2023,Regular Season - 23,5,124,Fluminense,22,11,5,6,31,22,9,38
2023,Regular Season - 23,6,794,RB Bragantino,22,9,9,4,29,21,8,36
2023,Regular Season - 23,7,134,Atletico Paranaense,22,9,7,6,32,26,6,34
2023,Regular Season - 23,8,154,Fortaleza EC,22,9,5,8,25,21,4,32
2023,Regular Season - 23,9,1062,Atletico-MG,22,8,7,7,25,19,6,31
2023,Regular Season - 23,10,119,Internacional,23,7,8,8,19,25,-6,29
2023,Regular Season - 23,11,126,Sao Paulo,22,7,7,8,26,23,3,28
2023,Regular Season - 23,12,1193,Cuiaba,22,8,4,10,21,27,-6,28
2023,Regular Season - 23,13,135,Cruzeiro,22,6,8,8,20,20,0,26
2023,Regular Season - 23,14,131,Corinthians,21,6,8,7,22,23,-1,26
2023,Regular Season - 23,15,151,Goias,22,6,7,9,20,29,-9,25
2023,Regular Season - 23,16,118,Bahia,22,5,7,10,23,29,-6,22
2023,Regular Season - 23,17,128,Santos,22,5,6,11,21,36,-15,21
2023,Regular Season - 23,18,133,Vasco DA Gama,21,4,5,12,16,31,-15,17
2023,Regular Season - 23,19,125,America Mineiro,21,4,4,13,24,45,-21,16
2023,Regular Season - 23,20,147,Coritiba,21,3,5,13,21,42,-21,14
2023,Regular Season - 24,1,120,Botafogo,23,16,3,4,39,14,25,51
2023,Regular Season - 24,2,121,Palmeiras,23,12,8,3,38,17,21,44
2023,Regular Season - 24,3,794,RB Bragantino,23,10,9,4,31,21,10,39
2023,Regular Season - 24,4,130,Gremio,22,12,3,7,34,27,7,39
2023,Regular Season - 24,5,127,Flamengo,23,11,6,6,36,30,6,39
2023,Regular Season - 24,6,124,Fluminense,23,11,5,7,33,26,7,38
2023,Regular Season - 24,7,134,Atletico Paranaense,23,10,7,6,35,26,9,37
2023,Regular Season - 24,8,154,Fortaleza EC,23,10,5,8,27,22,5,35
2023,Regular Season - 24,9,1062,Atletico-MG,23,9,7,7,26,19,7,34
